cluster,size,seed,annotation_preliminary,type_info,tree_name,annotation
1905,4,Q51856_Hydrogenophilus_thermoluteolus_IA,I-A,,I-A.103,I-A
1906,4,6URA_A,I-Banda/Unknown,"I-Banda: 3, Unknown: 1",I-Banda/Unknown.1,I-Banda
1907,1,WP_165334982.1,Unknown,,Unknown.817,II
1908,1,HEQ65200.1,Unknown,,Unknown.386,Unknown
1909,1,RBG_16_Planctomycetes_64_12_RBG_16_scaffold_1207_15,IV-Ykr-2,,IV-Ykr-2.9,IV-Ykr-2
1910,1,WP_006598379.1,IV-Ykr-2,,IV-Ykr-2.187,IV-Ykr-2
1911,2,WP_135551428.1,IV-Ykr-2,,IV-Ykr-2.117,IV-Ykr-2
1912,1,RMG33798.1,Unknown,,Unknown.187,III
1913,2,bjp_ig2158_scaffold_0_692_WS6,Unknown,,Unknown.1029,III
1914,1,HDJ89911.1,Unknown,,Unknown.457,IV-NG3
1915,1,KUO42335.1,Unknown,,Unknown.44,III
1916,1,WP_102957872.1,IV-Non-photo,,IV-Non-photo.650,IV-NonPhoto
1917,1,KPK33274.1,IV-NG1,,IV-NG1.4,IV-NG1
1918,2,WP_066410566.1,IV-Non-photo,,IV-Non-photo.100,IV-NonPhoto
1919,1,WP_185661935.1,IV-Non-photo,,IV-Non-photo.636,IV-NonPhoto
1920,3,WP_076430189.1,Unknown,,Unknown.211,III
1921,1,WP_120504347.1,IV-Non-photo,,IV-Non-photo.127,IV-NonPhoto
1922,1,RLG20628.1,Unknown,,Unknown.207,Unknown
1923,1,HHY86547.1,IV-Non-photo,,IV-Non-photo.526,IV-NonPhoto
1924,1,WP_136899811.1,IV-Non-photo,,IV-Non-photo.469,IV-NonPhoto
1925,1,WP_099154171.1,IV-Non-photo,,IV-Non-photo.471,IV-NonPhoto
1926,1,TARA_042.SAMEA2620259.80.0.22-1.6_311853_25,IV-GOS_Global,,IV-GOS_Global.76,IV-GOS
1927,1,WP_133396602.1,IV-DeepYkr,,IV-DeepYkr.456,IV-Deep-Ykr
1928,1,WP_079421992.1,IV-DeepYkr,,IV-DeepYkr.53,IV-Deep-Ykr
1929,2,cg2_3.0_scaffold_5338_c_6,IV-DeepYkr,,IV-DeepYkr.2,IV-Deep-Ykr
1930,1,WP_121066135.1,IV-DeepYkr,,IV-DeepYkr.474,IV-Deep-Ykr
1931,20,AFS89508.1,I-Eukaryotes,,I-Eukaryotes.53,I-CD2
1932,1,GWA2_Elusimicrobia_66_18_gwa2_scaffold_980_18,Unknown,,Unknown.3,IV-Deep-Ykr
1933,605,AAO12884.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 530, Unknown: 75",I-Eukaryotes/Unknown.8,I-CD2
1934,1,RMG64267.1,I-New,,I-New.11,I-NG1
1935,1,PSR34029.1,I-G,,I-G.6,I-CD2
1936,5,YP_009504744.1,I-Eukaryotes,,I-Eukaryotes.2,I-CD1
1937,148,AAF16893.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 102, Unknown: 46",I-Eukaryotes/Unknown.60,I-CD1
1938,2,TARA_056.SAMEA2620666.1000.0.22-3_9262_5,Unknown,,Unknown.1046,II
1939,1,MBE9476152.1,Unknown,,Unknown.898,II
1940,2,PCI68138.1,Unknown,,Unknown.843,II
1941,2,OGS72457.1,Unknown,,Unknown.832,II
1942,1,MBD3214291.1,IV-Ykr-2,,IV-Ykr-2.87,IV-Ykr-2
1943,1,WP_091832592.1,IV-Ykr-2,,IV-Ykr-2.178,IV-Ykr-2
1944,1,ATW24270.1,IV-Ykr-2,,IV-Ykr-2.123,IV-Ykr-2
1945,4,gwa2_scaffold_913_23,III/Unknown,"Unknown: 3, III: 1",III/Unknown.1,Unknown
1946,2,MBA3800582.1,I-E,,I-E.49,I-CD2
1947,1,VVB82502.1,Unknown,,Unknown.168,III
1948,1,WP_144478240.1,IV-NG1,,IV-NG1.9,IV-NG1
1949,6,WP_093201989.1,IV-Non-photo,,IV-Non-photo.393,IV-NonPhoto
1950,1,WP_185660925.1,IV-Non-photo,,IV-Non-photo.436,IV-NonPhoto
1951,2,WP_191906267.1,IV-Non-photo,,IV-Non-photo.9,IV-NonPhoto
1952,1,WP_112321711.1,IV-Non-photo,,IV-Non-photo.679,IV-NonPhoto
1953,1,WP_172991071.1,IV-NG2,,IV-NG2.42,IV-NG2
1954,1,WP_085895494.1,IV-Non-photo,,IV-Non-photo.473,IV-NonPhoto
1955,1,WP_022613754.1,IV-Non-photo,,IV-Non-photo.594,IV-NonPhoto
1956,1,WP_131917878.1,IV-DeepYkr,,IV-DeepYkr.34,IV-Deep-Ykr
1957,1,KJS16023.1,IV-DeepYkr,,IV-DeepYkr.72,IV-Deep-Ykr
1958,1,TVR32154.1,IV-DeepYkr,,IV-DeepYkr.291,IV-Deep-Ykr
1959,7,OBQ27571.1,I-B/Unknown,"I-B: 6, Unknown: 1",I-B/Unknown.4,I-B
1960,1,WP_114358130.1,IV-DeepYkr,,IV-DeepYkr.444,IV-Deep-Ykr
1961,2,WP_012590283.1,IV-DeepYkr,,IV-DeepYkr.401,IV-Deep-Ykr
1962,1,KAA3652138.1,IV-DeepYkr,,IV-DeepYkr.459,IV-Deep-Ykr
1963,3,TRO56923.1,Unknown,,Unknown.327,III
1964,8,AEY84727.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 7, Unknown: 1",I-Eukaryotes/Unknown.180,I-CD1
1965,2,MBA2439481.1,I-F,,I-F.13,I-CD2
1966,1,TARA_037.SAMEA2619974.600.0.1-0.22_29847_8,Unknown,,Unknown.1077,III
1967,1,OIT02594.1,I-Eukaryotes,,I-Eukaryotes.105,I-CD1
1968,1,KWT95165.1,IV-DeepYkr,,IV-DeepYkr.263,IV-Deep-Ykr
1969,2,cg2_3.0_scaffold_6845_c_6,Unknown,,Unknown.2,IV-Unknown
1970,2,WP_086126258.1,I-CD,,I-CD.145,I-CD2
1971,113,AYR06506.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 93, Unknown: 20",I-Eukaryotes/Unknown.57,I-CD2
1972,4,EIM93320.1,I-CD,,I-CD.96,I-CD2
1973,6,WP_119782611.1,I-CD,,I-CD.84,I-CD2
1974,45,YP_009632826.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 35, Unknown: 10",I-Eukaryotes/Unknown.2,I-CD1
1975,8,NMA31312.1,Unknown,,Unknown.645,II-III
1976,1,NMC49193.1,Unknown,,Unknown.852,II
1977,3,MBE2202408.1,I-Banda,,I-Banda.4,I-Banda
1978,3,TXT16960.1,I-A,,I-A.54,I-A
1979,1,TARA_038.SAMEA2620039.340.0.1-0.22_4273_13,Unknown,,Unknown.1090,III
1980,2,ADB58680.1,Unknown,,Unknown.304,III
1981,1,WP_192819092.1,Unknown,,Unknown.441,III
1982,1,HID94442.1,Unknown,,Unknown.680,IV-Unknown
1983,2,KKK45122.1,IV-Ykr-2,,IV-Ykr-2.44,IV-Ykr-2
1984,1,NLD27969.1,IV-Photo,,IV-Photo.45,IV-Photo
1985,1,TDA33224.1,IV-Ykr-2,,IV-Ykr-2.50,IV-Ykr-2
1986,1,NTV00657.1,Unknown,,Unknown.129,III
1987,3,OIQ39221.1,IV-Non-photo,,IV-Non-photo.79,IV-NonPhoto
1988,1,HGK12944.1,Unknown,,Unknown.54,III
1989,1,WP_148915539.1,IV-Non-photo,,IV-Non-photo.665,IV-NonPhoto
1990,2,AAR23411.1,I-Eukaryotes/Unknown,"Unknown: 1, I-Eukaryotes: 1",I-Eukaryotes/Unknown.154,I-CD1
1991,277,ANI19344.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 251, Unknown: 26",I-Eukaryotes/Unknown.87,I-CD2
1992,1,WP_188221773.1,IV-Non-photo,,IV-Non-photo.745,IV-NonPhoto
1993,2,WP_094807597.1,IV-Non-photo,,IV-Non-photo.365,IV-NonPhoto
1994,1,WP_129970683.1,IV-Non-photo,,IV-Non-photo.339,IV-NonPhoto
1995,1,WP_093994152.1,IV-Non-photo,,IV-Non-photo.684,IV-NonPhoto
1996,1,WP_099867587.1,IV-Non-photo,,IV-Non-photo.805,IV-NonPhoto
1997,1,WP_127145424.1,IV-Non-photo,,IV-Non-photo.493,IV-NonPhoto
1998,1,WP_179259703.1,Unknown,,Unknown.182,III
1999,4,TARA_039.SAMEA2620097.270.0.22-1.6_691635_34,Unknown,,Unknown.1074,III
2000,8,MBB6045027.1,IV-Non-photo/Unknown,"IV-Non-photo: 7, Unknown: 1",IV-Non-photo/Unknown.2,IV-NonPhoto
2001,2,WP_093150417.1,IV-Non-photo,,IV-Non-photo.422,IV-NonPhoto
2002,1,WP_140015679.1,IV-Non-photo,,IV-Non-photo.450,IV-NonPhoto
2003,4,RifSed_csp2_10ft_3_scaffold_334503_2|RifSed_csp2_10ft_3_Maxbin2_279|RifSed_csp2_10ft_3,I-Banda,,I-Banda.16,I-Banda
2004,1,VDS11165.1,III,,III.15,III
2005,1,MSQ66127.1,IV-Non-photo,,IV-Non-photo.461,IV-NonPhoto
2006,1,TARA_102.SAMEA2622173.5.0.22-3_1585335_18,IV-GOS_Global,,IV-GOS_Global.90,IV-GOS
2007,4,TARA_034.SAMEA2619903.5.0-0.22_870_19,IV-GOS_Global,,IV-GOS_Global.88,IV-GOS
2008,1,VDD89171.1,III,,III.103,III
2009,2,WP_014587790.1,Unknown,,Unknown.500,IV-NG3
2010,1,NUM36543.1,IV-DeepYkr,,IV-DeepYkr.63,IV-Deep-Ykr
2011,1,WP_101533782.1,IV-DeepYkr,,IV-DeepYkr.441,IV-Deep-Ykr
2012,2,cg2_3.0_scaffold_1100_c_10,IV-DeepYkr,,IV-DeepYkr.1,IV-Deep-Ykr
2013,3,MTA50098.1,IV-DeepYkr,,IV-DeepYkr.243,IV-Deep-Ykr
2014,1,MSP03938.1,IV-DeepYkr,,IV-DeepYkr.333,IV-Deep-Ykr
2015,4,TARA_085.SAMEA2621548.90.0-0.22_8223_2,IV-GOS_Global,,IV-GOS_Global.9,IV-GOS
2016,2,CDF56956.1,I-A,,I-A.89,I-A
2017,1,VDD88774.1,III,,III.160,III
2018,3,PIU62916.1,III/Unknown,"Unknown: 2, III: 1",III/Unknown.17,III
2019,5,GWF1_Rhodobacteraceae_65_7_gwf1_scaffold_1229_5,IV-Non-photo,,IV-Non-photo.4,IV-NonPhoto
2020,3,ANB18496.1,I-CD,,I-CD.120,I-CD2
2021,4,WP_107563867.1,I-CD,,I-CD.170,I-CD2
2022,4,MBA2698029.1,I-E,,I-E.41,I-CD2
2023,6,WP_111417656.1,I-CD,,I-CD.50,I-CD2
2024,7,RKZ86397.1,I-A,,I-A.61,I-A
2025,1,RME85775.1,Unknown,,Unknown.759,II
2026,1,HFC12553.1,I-Banda,,I-Banda.8,I-Banda
2027,7,WP_112315812.1,Unknown,,Unknown.871,II
2028,2,OQX13354.1,Unknown,,Unknown.986,II
2029,24,OGS93441.1,II/Unknown,"Unknown: 23, II: 1",II/Unknown.6,II
2030,1,WP_132975783.1,IV-Photo,,IV-Photo.94,IV-Photo
2031,2,NLL85007.1,IV-Ykr-2,,IV-Ykr-2.133,IV-Ykr-2
2032,1,AAF97673.1,I-Eukaryotes,,I-Eukaryotes.39,I-CD1
2033,1,OQY18937.1,IV-Ykr-2,,IV-Ykr-2.23,IV-Ykr-2
2034,1,NTW57411.1,IV-Photo,,IV-Photo.23,IV-Photo
2035,2,AAF97649.1,I-Eukaryotes,,I-Eukaryotes.74,I-CD1
2036,1,HIQ50072.1,Unknown,,Unknown.98,III
2037,3,AMJ63189.1,IV-Non-photo,,IV-Non-photo.590,IV-NonPhoto
2038,4,WP_092730581.1,Unknown,,Unknown.377,III
2039,5,WP_057592010.1,IV-Non-photo,,IV-Non-photo.589,IV-NonPhoto
2040,2,NEX13548.1,IV-Photo,,IV-Photo.41,IV-Photo
2041,3,WP_087734681.1,IV-Non-photo,,IV-Non-photo.446,IV-NonPhoto
2042,1,WP_104782455.1,IV-NG2,,IV-NG2.16,IV-NG2
2043,1,HDZ17526.1,Unknown,,Unknown.360,Unknown
2044,1,VDD88960.1,III,,III.105,III
2045,1,NLX13398.1,IV-Non-photo,,IV-Non-photo.539,IV-NonPhoto
2046,1,WP_010140924.1,IV-Non-photo,,IV-Non-photo.188,IV-NonPhoto
2047,1,WP_149199983.1,IV-Non-photo,,IV-Non-photo.94,IV-NonPhoto
2048,1,OAM89451.1,IV-Non-photo,,IV-Non-photo.535,IV-NonPhoto
2049,1,WP_066337629.1,IV-Non-photo,,IV-Non-photo.126,IV-NonPhoto
2050,2,RLI89213.1,Unknown,,Unknown.76,III
2051,2,EEG55719.1,IV-Ykr-2,,IV-Ykr-2.179,IV-Ykr-2
2052,2,KHO50554.1,III,,III.161,III
2053,2,TARA_042.SAMEA2620256.5.0-0.22_607_18,IV-GOS_Global,,IV-GOS_Global.16,IV-GOS
2054,1,RCK75079.1,IV-DeepYkr,,IV-DeepYkr.21,IV-Deep-Ykr
2055,2,HIH16165.1,III/Unknown,"Unknown: 1, III: 1",III/Unknown.12,III
2056,1,WP_007197961.1,IV-DeepYkr,,IV-DeepYkr.357,IV-Deep-Ykr
2057,1,PTY06800.1,IV-DeepYkr,,IV-DeepYkr.192,IV-Deep-Ykr
2058,1,MBA1148764.1,IV-DeepYkr,,IV-DeepYkr.252,IV-Deep-Ykr
2059,1,NCA13777.1,IV-DeepYkr,,IV-DeepYkr.150,IV-Deep-Ykr
2060,1,VDD88696.1,III,,III.237,III
2061,1,RKZ96959.1,Unknown,,Unknown.992,II
2062,1,HID08949.1,Unknown,,Unknown.446,III
2063,1,VDD88922.1,III,,III.170,III
2064,1,HGE57216.1,Unknown,,Unknown.630,Unknown
2065,1,WP_174542044.1,I-CD,,I-CD.171,I-CD2
2066,116,QOH25817.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 100, Unknown: 16",I-Eukaryotes/Unknown.68,I-CD2
2067,1,WP_168117222.1,I-E,,I-E.6,I-CD2
2068,4,OPY47914.1,II/Unknown,"Unknown: 3, II: 1",II/Unknown.1,II-III
2069,3,KHO55404.1,III,,III.206,III
2070,2,WP_123402233.1,Unknown,,Unknown.760,II
2071,5,TARA_100.SAMEA2622149.177.0.22-3_544420_16,Unknown,,Unknown.1047,II
2072,1,HFQ13762.1,Unknown,,Unknown.848,II
2073,4,HIJ43477.1,Unknown,,Unknown.835,II
2074,1,WP_038036007.1,Unknown,,Unknown.801,II
2075,1,WP_132938226.1,Unknown,,Unknown.825,II
2076,1,HGT45997.1,Unknown,,Unknown.588,III
2077,18,AIE39032.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 15, Unknown: 3",I-Eukaryotes/Unknown.73,I-CD1
2078,1,RLF18640.1,Unknown,,Unknown.458,IV-NG3
2079,1,PHU30253.1,Unknown,,Unknown.712,I-CD1
2080,1,WP_091707856.1,IV-NG2,,IV-NG2.34,IV-NG2
2081,1,HHW44806.1,IV-Ykr-2,,IV-Ykr-2.152,IV-Ykr-2
2082,2,HEU13458.1,Unknown,,Unknown.133,III
2083,1,VVB82450.1,Unknown,,Unknown.175,III
2084,34,AEV42289.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 26, Unknown: 8",I-Eukaryotes/Unknown.34,I-CD1
2085,1,WP_076069597.1,IV-Non-photo,,IV-Non-photo.221,IV-NonPhoto
2086,1,NBK70185.1,IV-NG1,,IV-NG1.12,IV-NG1
2087,6,TARA_067.SAMEA2620970.5.0.22-3_1144606_1,IV-Non-photo,,IV-Non-photo.828,IV-NonPhoto
2088,3,TARA_037.SAMEA2619974.600.0.1-0.22_12821_4,Unknown,,Unknown.1067,III
2089,1,WP_127703278.1,IV-Non-photo,,IV-Non-photo.193,IV-NonPhoto
2090,1,WP_058747445.1,Unknown,,Unknown.634,IV-NG3
2091,1,WP_108660984.1,IV-Non-photo,,IV-Non-photo.529,IV-NonPhoto
2092,1,TWT29792.1,IV-Non-photo,,IV-Non-photo.562,IV-NonPhoto
2093,1,PIO05869.1,Unknown,,Unknown.373,III
2094,1,TARA_076.SAMEA2621203.5.0.22-0.45_2958446_5,IV-GOS_Global,,IV-GOS_Global.98,IV-GOS
2095,23,AEJ82140.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 21, Unknown: 2",I-Eukaryotes/Unknown.127,I-CD1
2096,1,NNK62704.1,IV-DeepYkr,,IV-DeepYkr.151,IV-Deep-Ykr
2097,2,SR_VP2cm,I-Banda,,I-Banda.27,I-Banda
2098,1,OYV36618.1,IV-DeepYkr,,IV-DeepYkr.328,IV-Deep-Ykr
2099,1,WP_027883497.1,IV-DeepYkr,,IV-DeepYkr.187,IV-Deep-Ykr
2100,4,WP_142882467.1,IV-DeepYkr,,IV-DeepYkr.434,IV-Deep-Ykr
2101,1,QLL24578.1,IV-DeepYkr,,IV-DeepYkr.359,IV-Deep-Ykr
2102,1,NWG24261.1,IV-DeepYkr,,IV-DeepYkr.432,IV-Deep-Ykr
2103,1,PKL90597.1,IV-DeepYkr,,IV-DeepYkr.55,IV-Deep-Ykr
2104,1,HHJ80279.1,Unknown,,Unknown.989,II
2105,1,AEB19871.1,I-Eukaryotes,,I-Eukaryotes.69,I-CD1
2106,1,RBG_16_Elusimicrobia_66_12_RBG_16_scaffold_20757_18,IV-DeepYkr,,IV-DeepYkr.4,IV-Deep-Ykr
2107,1,QDZ22786.1,IV-DeepYkr,,IV-DeepYkr.356,IV-Deep-Ykr
2108,1,WP_110266207.1,I-CD,,I-CD.162,I-CD2
2109,1,WP_088563002.1,I-CD,,I-CD.148,I-CD2
2110,3,WP_111601856.1,I-E,,I-E.50,I-CD2
2111,1,WP_075943437.1,I-E,,I-E.42,I-CD2
2112,3,QJX14027.1,Unknown,,Unknown.694,I-CD1
2113,2,NOR36075.1,Unknown,,Unknown.937,II
2114,2,MAG02838.1,Unknown,,Unknown.566,III
2115,2,HHB92538.1,Unknown,,Unknown.844,II
2116,1,ACU33160.1,Unknown,,Unknown.676,I-CD1
2117,2,MBC7228801.1,IV-Ykr-2,,IV-Ykr-2.98,IV-Ykr-2
2118,1,GWB1_Spirochaetes_66_5_GWB1_scaffold_33904_7,IV-Ykr-2,,IV-Ykr-2.12,IV-Ykr-2
2119,1,RLE90341.1,Unknown,,Unknown.311,III
2120,1,NCC69987.1,Unknown,,Unknown.300,Unknown
2121,4,CBM42545.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.75,I-CD1
2122,2,VDD89191.1,III,,III.34,III
2123,3,WP_132107072.1,IV-NG2,,IV-NG2.45,IV-NG2
2124,1,RLG40594.1,Unknown,,Unknown.130,III
2125,1,WP_039408745.1,IV-Non-photo,,IV-Non-photo.548,IV-NonPhoto
2126,1,WP_043751344.1,IV-Non-photo,,IV-Non-photo.186,IV-NonPhoto
2127,3,WP_114836278.1,IV-Non-photo,,IV-Non-photo.178,IV-NonPhoto
2128,1,TARA_037.SAMEA2619970.600.0.22-1.6_27685_12,Unknown,,Unknown.1048,II
2129,1,WP_029030721.1,IV-Non-photo,,IV-Non-photo.786,IV-NonPhoto
2130,1,WP_159881706.1,IV-NG1,,IV-NG1.43,IV-NG1
2131,3,WP_056040612.1,IV-NG1,,IV-NG1.33,IV-NG1
2132,2,WP_149766903.1,IV-Non-photo,,IV-Non-photo.369,IV-NonPhoto
2133,1,WP_092701597.1,Unknown,,Unknown.278,III
2134,2,WP_146897677.1,IV-Non-photo,,IV-Non-photo.318,IV-NonPhoto
2135,1,WP_153713041.1,IV-Non-photo,,IV-Non-photo.622,IV-NonPhoto
2136,1,WP_065319537.1,IV-Non-photo,,IV-Non-photo.676,IV-NonPhoto
2137,2,WP_188814207.1,IV-Non-photo,,IV-Non-photo.417,IV-NonPhoto
2138,2,WP_007068008.1,IV-Non-photo,,IV-Non-photo.80,IV-NonPhoto
2139,1,WP_158995115.1,IV-Non-photo,,IV-Non-photo.620,IV-NonPhoto
2140,1,TET90869.1,Unknown,,Unknown.466,IV-NG3
2141,1,WP_126013530.1,IV-Non-photo,,IV-Non-photo.439,IV-NonPhoto
2142,2,TARA_032.SAMEA2619838.5.0-0.22_38_32,IV-GOS_Global,,IV-GOS_Global.86,IV-GOS
2143,1,OPY25448.1,Unknown,,Unknown.547,IV-NG3
2144,2,RKE66117.1,IV-DeepYkr,,IV-DeepYkr.337,IV-Deep-Ykr
2145,1,RPH66779.1,IV-DeepYkr,,IV-DeepYkr.468,IV-Deep-Ykr
2146,1,HGZ79218.1,IV-DeepYkr,,IV-DeepYkr.52,IV-Deep-Ykr
2147,1,NLV67565.1,IV-DeepYkr,,IV-DeepYkr.77,IV-Deep-Ykr
2148,1,WP_130281127.1,IV-DeepYkr,,IV-DeepYkr.110,IV-Deep-Ykr
2149,1,WP_092900519.1,IV-DeepYkr,,IV-DeepYkr.410,IV-Deep-Ykr
2150,1,TMJ47646.1,IV-DeepYkr,,IV-DeepYkr.268,IV-Deep-Ykr
2151,1,WP_119340733.1,IV-DeepYkr,,IV-DeepYkr.60,IV-Deep-Ykr
2152,1,AAA74068.1,Unknown,,Unknown.656,I-CD1
2153,1,MBA3498600.1,IV-DeepYkr,,IV-DeepYkr.386,IV-Deep-Ykr
2154,1,AQR59057.1,I-Eukaryotes,,I-Eukaryotes.73,I-CD1
2155,3,NQW31181.1,IV-DeepYkr,,IV-DeepYkr.226,IV-Deep-Ykr
2156,1,AEB19885.1,Unknown,,Unknown.755,I-CD1
2157,1,QIT07278.1,Unknown,,Unknown.740,I-CD1
2158,4,VWX55567.1,I-CD,,I-CD.27,I-CD2
2159,1,WP_196444687.1,I-Unclassified,,I-Unclassified.7,I-CD2
2160,15,AAQ04017.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 12, Unknown: 3",I-Eukaryotes/Unknown.175,I-CD1
2161,1,HHJ18802.1,Unknown,,Unknown.890,II
2162,1,HHS84286.1,Unknown,,Unknown.897,II
2163,1,RKZ38922.1,Unknown,,Unknown.874,II
2164,1,HDY61933.1,I-Banda,,I-Banda.1,I-Banda
2165,1,RLG46891.1,Unknown,,Unknown.358,III
2166,4,WP_013143699.1,Unknown,,Unknown.372,III
2167,2,PNV81702.1,Unknown,,Unknown.363,III
2168,1,HFK21229.1,Unknown,,Unknown.499,IV-NG3
2169,624,AOO78332.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 555, Unknown: 69",I-Eukaryotes/Unknown.29,I-CD1
2170,1,KYK35232.1,Unknown,,Unknown.194,III
2171,1,RPJ53846.1,Unknown,,Unknown.86,III
2172,1,WP_091904701.1,IV-Non-photo,,IV-Non-photo.67,IV-NonPhoto
2173,2,NBT78024.1,IV-Non-photo,,IV-Non-photo.18,IV-NonPhoto
2174,2,YP004484882_Methanotorris_igneus_Kol_5,Unknown,,Unknown.1022,III
2175,3,WP_008086508.1,Unknown,,Unknown.249,III
2176,1,VDD88942.1,III,,III.88,III
2177,2,WP_132213644.1,IV-NG2,,IV-NG2.4,IV-NG2
2178,1,WP_169123134.1,IV-Non-photo,,IV-Non-photo.73,IV-NonPhoto
2179,1,NIO44666.1,Unknown,,Unknown.65,III
2180,1,WP_045279020.1,IV-NG2,,IV-NG2.26,IV-NG2
2181,1,WP_189681893.1,IV-Non-photo,,IV-Non-photo.739,IV-NonPhoto
2182,2,NCV28966.1,IV-Non-photo,,IV-Non-photo.803,IV-NonPhoto
2183,2,WP_167208902.1,IV-Non-photo,,IV-Non-photo.418,IV-NonPhoto
2184,2,WP_149105294.1,IV-Non-photo,,IV-Non-photo.335,IV-NonPhoto
2185,2,AHF16883.1,IV-Non-photo,,IV-Non-photo.57,IV-NonPhoto
2186,3,AWX52797.1,Unknown,,Unknown.705,I-CD1
2187,1,NWJ46707.1,IV-DeepYkr,,IV-DeepYkr.186,IV-Deep-Ykr
2188,1,HAJ78659.1,IV-DeepYkr,,IV-DeepYkr.111,IV-Deep-Ykr
2189,1,WP_152010003.1,IV-DeepYkr,,IV-DeepYkr.327,IV-Deep-Ykr
2190,1,TAH51644.1,IV-DeepYkr,,IV-DeepYkr.146,IV-Deep-Ykr
2191,1,MSW74952.1,IV-DeepYkr,,IV-DeepYkr.375,IV-Deep-Ykr
2192,1,ATW66424.1,Unknown,,Unknown.1008,I-CD2
2193,1,TES94876.1,Unknown,,Unknown.393,III
2194,1,NQT48605.1,IV-Ykr-2,,IV-Ykr-2.176,IV-Ykr-2
2195,55,EXC35991.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 43, Unknown: 12",I-Eukaryotes/Unknown.37,I-CD1
2196,3,PCI58772.1,I-CD,,I-CD.149,I-CD2
2197,2,MBC7767924.1,I-CD,,I-CD.78,I-CD2
2198,1,WP_115837261.1,I-CD,,I-CD.62,I-CD2
2199,1,WP_042058906.1,I-CD,,I-CD.74,I-CD2
2200,3,MBA2414764.1,I-E,,I-E.47,I-CD2
2201,1,WP_109430377.1,I-G,,I-G.9,I-CD2
2202,1,KPK05749.1,I-A,,I-A.60,I-A
2203,1,AAD02078.1,Unknown,,Unknown.643,I-CD1
2204,1,HHX99687.1,Unknown,,Unknown.598,II-III
2205,2,WP_054967076.1,I-A,,I-A.59,I-A
2206,1,WP_054967092.1,I-A,,I-A.75,I-A
2207,2,WP_022606968.1,I-B,,I-B.2,I-B
2208,2,WP_018289723.1,Unknown,,Unknown.768,II
2209,3,Q59462_Hydrogenovibrio_marinus_II,Unknown,,Unknown.1031,II
2210,4,AAA98059.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 3, Unknown: 1",I-Eukaryotes/Unknown.185,I-CD1
2211,11,AAC36434.1,I-Eukaryotes/Unknown,"I-Eukaryotes: 10, Unknown: 1",I-Eukaryotes/Unknown.108,I-CD2
2212,2,RLE73046.1,Unknown,,Unknown.306,III
2213,1,WP_055158783.1,IV-Ykr-2,,IV-Ykr-2.126,IV-Ykr-2
2214,2,cg1_0.2_scaffold_3141_c_19,Unknown,,Unknown.23,III
2215,1,WP_008115247.1,IV-Non-photo,,IV-Non-photo.135,IV-NonPhoto
2216,2,WP_085660091.1,IV-Photo,,IV-Photo.13,IV-Photo
2217,1,RLG53383.1,Unknown,,Unknown.50,III
2218,2,WP_062608944.1,IV-Non-photo,,IV-Non-photo.47,IV-NonPhoto
2219,1,OYT38348.1,Unknown,,Unknown.125,III
2220,1,WP_043241766.1,IV-Non-photo,,IV-Non-photo.353,IV-NonPhoto
2221,3,WP_033068782.1,IV-Non-photo,,IV-Non-photo.506,IV-NonPhoto
2222,1,VDD89211.1,Unknown,,Unknown.59,III
2223,2,WP_187736028.1,IV-Non-photo,,IV-Non-photo.749,IV-NonPhoto
2224,3,WP_137238025.1,IV-Non-photo,,IV-Non-photo.125,IV-NonPhoto
2225,1,WP_067292125.1,IV-Non-photo,,IV-Non-photo.402,IV-NonPhoto
2226,1,WP_136819954.1,IV-Non-photo,,IV-Non-photo.190,IV-NonPhoto
2227,2,RLI78728.1,Unknown,,Unknown.72,III
2228,1,WP_026039622.1,IV-Non-photo,,IV-Non-photo.44,IV-NonPhoto
2229,1,AAA86103.1,Unknown,,Unknown.741,I-CD2
2230,1,AAT57786.1,Unknown,,Unknown.973,I-CD1
2231,2,VDD88876.1,III,,III.116,III
2232,1,KAA3627279.1,IV-DeepYkr,,IV-DeepYkr.301,IV-Deep-Ykr
2233,1,WP_169237118.1,IV-DeepYkr,,IV-DeepYkr.41,IV-Deep-Ykr
2234,2,WP_187299336.1,IV-DeepYkr,,IV-DeepYkr.253,IV-Deep-Ykr
2235,1,XP_037432414.1,I-Eukaryotes,,I-Eukaryotes.95,I-CD1
2236,2,SED07816.1,IV-DeepYkr,,IV-DeepYkr.307,IV-Deep-Ykr
2237,1,AGB51712.1,I-A,,I-A.99,I-A
2238,1,PWB79594.1,I-CD,,I-CD.80,I-CD2
